text_translation,sentiment_scores,sentiment_label
"RT @Rob_Roos ""We confuse pandemic deadly threat '

In the Netherlands too

https://t.co/feHIlJMJ7I",-0.6486,negative
"@LinduhhV Yes, and so is a quarter of the unemployed palsy corona under 25.",0.4019,positive
"@LinduhhV Yes, and so is a quarter of the unemployed palsy corona under 25.",0.4019,positive
RT @IENouwen Cabinet Economic Affairs is since the appointment of Kris Peeters in 2014 packed with contrarian ACV / ACW'ers. Corona wo ...,0.0,neutral
"Pjanic tested positive corona, to close later at Barça https://t.co/dKloqZR6Sb",0.5574,positive
RT @ op1npo: Mathematical and expert complex systems @BSlagter #coronavirus makes clear with its calculations and explains what we ...,0.3818,positive
"RT @eenonmens I, after the lockdown https://t.co/SAC6t4jqIc",0.0,neutral
"RT @WNiemegeers ""We confuse pandemic deadly threat 'https://t.co/GDugWlTBX4 via @aktweetsbe",-0.6486,negative
Are t not always agree with all the rules but corona bro do you save by not quite man shit,0.8377,positive
pandemic | Who knew what when? | Charles Wolf Eren and Ramon Glasses https://t.co/7YFdPYaHqk via @YouTube,0.0,neutral
"RT @RF_HFC In Netherlands were 18,000 health care workers infected with coronavirus.

13 of them deceased.

0.07%",0.0,neutral
@erikmouthaanRTL NO CORONA DEAD IS ACCEPTABLE !!! THE PERPETRATORS HEAR IN THE TANK AT HOME !!! Rieki PETERS VVD. AND SITTING ON OBAMA S SIDE.,-0.87,negative
Gaiety of 'us' Orchestra of the Royal Air Force. Well done! https://t.co/axSF2dFs4s,0.3382,positive
"@Leonie_Stolk @Bjheijne The deliberate destruction of the established order, by discontent and shortsightedness. A greater danger than Corona and climate together. America first.",-0.6808,negative
RT @Upgrade_Jezelf: Are your employees forced home by #coronavirus? Offer to #scholing! #OntwikkelfondsRegioZwolle gives ...,-0.5093,negative
"RT @ChiaraVanDaele: Tis difficult for everyone hey, but:
December: block
January: Exams
February: 'Normal'
March: lockdown
April: Lock ...",-0.6808,negative
"Closed May holidays would finally meepakken a game of this club. Corona threw a spanner in the works. The shirt is almost 15 years old and the club has experienced in the meantime, CL and now plays in Segunda: Malaga CF #voetbalshirtchallenge cc: @sanderjonkman https://t.co/Vqi6ru2PrI",0.5574,positive
"RT @CommonSense_TV: SPANISH JUDGE LIFTING CORONA ACTIONS!

After the Spanish government of Sánchez and # fraudster #Iglesias (the horses ...",-0.5848,negative
"RT @fuecks: Moscow in 1939, Belarus 2020. This long Linien der Geschichte. The Hitler-Stalin Pact bahnte dem Angriff auf den Weg Poland & amp; Fuhr ...",0.0,neutral
"RT @fuecks: Moscow in 1939, Belarus 2020. This long Linien der Geschichte. The Hitler-Stalin Pact bahnte dem Angriff auf den Weg Poland & amp; Fuhr ...",0.0,neutral
RT @TT__LDN: https://t.co/VHtOP1FfSU,0.0,neutral
RT @TT__LDN: https://t.co/VHtOP1FfSU,0.0,neutral
RT @DiversDoof: The #GGD's going Corona patients telephone access and nabellen.Zouden they know that over 1.6 million people on ...,0.0,neutral
"Hans van Counts ""If the entrepreneur dies ... | ""The half-meter society is humane, will not work, no future and even unconstitutional. It's a monster of a measure, not a long future seems to be doomed. ""Https://t.co/v6lBFU4Gec",-0.5126,negative
"@Brodiegal RT: What data sources are you using to look at COVID around the world? If it's 'worldometer', you probably Should not:

https: // ...",0.0,neutral
"@Brodiegal RT: What data sources are you using to look at COVID around the world? If it's 'worldometer', you probably Should not:

https: // ...",0.0,neutral
RT @Gert_van_Dijk: Indeed. For some people this is really a beneficial time. https://t.co/w5AC5ypON4,0.4927,positive
RT @IngridRobeyns: and some of the many reasons why I think there is another economic system / social contract on socio-econom ...,0.0,neutral
"For all interested parties, on which the last day would have been this season, taking the (corona) season in numbers & amp; tables

https://t.co/NFZJM5LL8p

Everyone inside @SVGramsbergen Thanks for the info (where necessary). Hopefully next season!

#svgstats",0.8832,positive
RT @RealSaavedra: We shut down the world's greatest economy for this,0.6369,positive
"Hertz: Car rental firm files for US bankruptcy protection https://t.co/pfOHEirbju | counting the untold #news The company Said The coronavirus pandemic had led to an ""abrupt"" decline in bookings. https://t.co/YgQLRxCgnA https://t.co/a2CBSy7BtT",0.0,neutral
"RT @ lientje1967: I had heard that the staff #Vion Groenlo no #COVID ー 19, but they ""only"" antibodies in lichaa ...",-0.1531,negative
I vrres for a serious second wave of the Corona (19 Convid) virus. Ramadan runs this weekend to a close and as the Muslims still hundreds together have crept into the so-called closed mosques and now the arrows losgelaten.gaan in our society up. https://t.co/PlAI7zlHSp,-0.0772,negative
"Read ""Who will pay for hastily built corona hospitals?"" New Look - https://t.co/okq5JhamPI - The emergency hospitals in the Rotterdam Ahoy and MECC Maastricht are made without consultation or approval from authorities. Who goes...",-0.6761,negative
"they are, moreover, but with 5900, is active. @Marechaussee @LTCadjudant #kmar #marechaussee #koninklijkemarechaussee.

https://t.co/R5ntfwbVET https://t.co/dxPT8a2EKi",0.5499,positive
"@EM_RESUS @realDonaldTrump Saved my 85 year old mother. People with lupus in NL (1m) use it daily. Yes 1 / 10,000 would suffer heart palpitations. Has it ever occurred That covid was DESIGNED. DESIGNED with a solution in mind (HCQ), and Trump knows this?",0.5106,positive
"@ MarijkeLammers1 @AnythingMaureen example NOS 20.00 Journal shows with sign language interpreter at NPO News; KPN can be found on channel 43, Ziggo on channel 501 and T-Mobile on channel 260. NPO News online to see through NPO Start, see https://t.co/Wmq8ExHFGa.

Source: https://t.co/3aMpZsEAcW",0.0,neutral
RT @NUnl: Video | Corona experiment: German subjects live in concert: https://t.co/1jytgzK8g9,0.0,neutral
The green world order after corona https://t.co/37F2RlF14l via @ Vrijspreker.nl,0.0,neutral
"RT @OccupySchagen: #Occupy: Pies never against the Wind in.
Because #Legioenen 't #Empire severe suffering
their own #CoronaVirus,
selects d ...",-0.6908,negative
"Pjanic tested positive corona, to close later at Barça
https://t.co/tD6F8HCKOx https://t.co/xg7f0wlX4J",0.5574,positive
"Protesting in corona time also is not easy. All rules and hope number 31 is not substituting 😂

Also beautiful, protesting a lockdown that is not there. In Spain, France and Italy you can not even protest. Speaking lock downs. https://t.co/aAOwrtCu0n",-0.7361,negative
Lett nobody excites something you want to think about it gwn talk about anything and now you start again about corona,0.5267,positive
RT @ginnymooy: Do it! https://t.co/F5Junli817,0.0,neutral
"""A fox agarra coronavirus y to Mato yo"" piropazo Ahre",0.0,neutral
RT @MichaelvdPlaat: Corona proves that even (read: definitely) at this time must apply to parties that our civil liberties will ...,0.7184,positive
"RT @GeertNoels: Flanders scored the best in Europe in terms of poverty. We can be proud of, and we also have post-corona betrach ...",0.6124,positive
"@ErikGeenen RT: 87% f ridiculously low number Corona deaths in Sweden were sick 70's!
Covid19 is the flutter virus vd century?
Since th ...",-0.7777,negative
"RT @DARPA: In the latest ""Voices from DARPA"" podcast, program manager Mark Wrobel talks about how SIGMA +, a program he oversees, could beco ...",0.0,neutral
"RT @DARPA: In the latest ""Voices from DARPA"" podcast, program manager Mark Wrobel talks about how SIGMA +, a program he oversees, could beco ...",0.0,neutral
Drenthe and Groningen beat the coronavirus. Reproduction Figure of contaminants falls below 0.5 https://t.co/jMCdG0AdLX,0.0,neutral
"Open source, open data, open bots https://t.co/pOXK9NLEkl",0.0,neutral
"RT @quovadisweblog: ""These countries will include Italy, Portugal, France (...) and The Netherlands, with the goal of supp lying 50 million ...",-0.5267,negative
Michigan Muslims find innovative ways to celebrate a 'COVID Eid' - https://t.co/gCh1iRAubs https://t.co/gMY4RhUXDX,0.765,positive
RT @_investico: end of March were hastily built emergency hospitals in the MECC and Ahoy. The cost was about 14 million. ...,-0.3818,negative
"RT @mzelst: There last week published a new study on the IFR, the number of deaths divided by the number of infected people ...",-0.3818,negative
"Hollywood exec pocketed more than $ 1.7M in coronavirus PPP funds, authorities say - https://t.co/rWdoFxAmKd",0.0,neutral
"#Coronavirus | (# COVID19NL)
#Alone together
#EidMubarak it's party! 🎉
This year, unfortunately, different than normal. Four together in a small circle. Four only with their own families. Or get up to 3 visitors and keep indoors 🚶 - 1.5m - 🚶♀ away. https://t.co/eyCoUNtg2L",0.1511,positive
Restaurants will reopen or stay shut after lockdown? - https://t.co/kvxjRxYU6T https://t.co/Bagi461nSG,0.0,neutral
"RT @MarcoOut: Currency Making!
Chapeau @mathieuvdpoel.
For the organization @NK_wielrennen that many efforts Corona time of ...",0.0,neutral
Charles Oakley sends support to Patrick Ewing coronavirus after diagnosis - https://t.co/T80WGcM74G,0.4019,positive
"@ @ MarcoVisser70 HenkSpaan9 @JOMierau N = 1: Gelderland nursing home resident dies after she corona for the second time.

https://t.co/FfLtoO6ALO https://t.co/0tydUGFPNF",0.0,neutral
"RT @Ammer_B: If @WHO says TTI (BCO + testing, literally words @DrMikeRyan before last) pays for itself many, many times ...",0.0,neutral
"""The politician who established order as the enemy sees in the people, in this crisis crying out for a total lockdown because the government does not protect the people - and about a week later declared that the government holds the people against its will caught."" https://t.co/3II1OXM2TG",-0.9282,negative
RT @drsmichakat: TONIGHT CRITICAL PERSONNEL TRUMP ON MEDICATION AT COVID. WE EXPECT IT TO HCQ E.O. WILL ENABLE TO IF IN KL ...,-0.4648,negative
@nl_Tazzy @hugodejonge The lockdown and general practitioners who do not want to see patients. The latter experienced myself. Move heaven and earth for a call to the GP,0.4728,positive
"RT @DeGroene: Uber destroying the taxi market, pays its drivers dramatically bad, carries no tax and social contributions now and right b ...",-0.8622,negative
"RT @CarolineMobach: ""We are there for each other."" As a volunteer at Ypsilon I could make a vlog for our neighbors and members of this SPECIAL CO ...",0.6176,positive
"RT @tommieniessen: People who say that the coronavirus does not exist would be obliged to run with it one day at a COVID department.

# V ...",0.0,neutral
@ HeeDaar62 Now covid this time almost every day yes. Mogguh,0.3477,positive
"Threatens .... there are parts of Kosovo where there are more doctors NO.

https://t.co/GmPe1sPGXF",-0.7014,negative
For @hugodejonge and @rivm. Unless they think the historical choices were correct. That might be just ... https://t.co/CNmHaKMaOq,0.0,neutral
"#autoinflammatoryAlliance has collection of information and resources on information about Multisystem Inflammatory Syndrome in Children (# C-MIS), is associated with # COVID-19. Note thatthis condition is seen mostly in children and young adults .. https://t.co/lpB9PawLZ1",0.0,neutral
"RT @estherouwehand Despite Q fever, the government has doubled the dairy goat farming in NL

Who lives nearby, has 60% more ...",0.0,neutral
"@Ar_Double_U @MarijkevandeHel wash An advantage of a lockdown and hands, coughing into your elbow, working at home is that the flu could spread less easily.",0.1298,positive
"Surreal, a Champions League Final without swirling stadium ...

#LaysUCL #BAYPSG #Corona",0.5267,positive
"RT @bramkoster: From the first paragraph, all right. And yes, the Canine and The Battle gums may feel drawn. https://t.co/F0erLSWXSa http ...",0.0258,neutral
RT @ Robin42167323: Is this as good news for Spain. Judges intervene against the corona measures 💘,0.4404,positive
Care Premium sharply higher corona - https://t.co/q8ermbw2WS,0.4939,positive
RT @Zorgautoriteit: Delayed care by corona. That must not happen again. NIS focuses on the health damage. NZa-v ...,-0.2263,negative
"Befkuf ,, she is glorifying poverty. Being a journalist, you must ashamed .. And to question government Regarding its failure during lockdown.
#BanEVM
#ModiMadeDisaster
#lockdownindia @IvankaTrump https://t.co/D0yRd4Opoo",-0.743,negative
"RT @Ammer_B: Because it does not just affect that old and obese. A shame how some of what I sometimes hoped ""the progressive thinkers are i ...",-0.128,negative
"RT @Ammer_B: Because it does not just affect that old and obese. A shame how some of what I sometimes hoped ""the progressive thinkers are i ...",-0.128,negative
"RT @PyroBatNL: Children of conspiracy theorists: ""Maybe they should just get to understand the corona to"" https://t.co/v9c6LbexuN",-0.5267,negative
RT @bubbaprog: Absolutely bizarre. The Bexar County GOP Chair concludes this rally by Stating That the coronavirus is a hoax perpetuated by ...,-0.5709,negative
"RT @ dwarrel75: @ContainmentNu @Teletekst Anyways, why is this on lockdown and not to not wear masks by Nurse ...",0.0,neutral
@AvoidCrowds I suspect groups like this will be forbidden while we deal with # COVID19. Not possible in times of physical distance tourism.,-0.3612,negative
"RT @EvertGDavelaar People show that #lockdown is unnecessary and that they no longer stand back, look massively parks / beaches ...",-0.296,negative
"RT @ErikGeenen: The locusts have arrived, let us hope that we are spared the large flocks. This top of the Corona nonsense be ...",0.25,positive
"RT @L_Hoornaert: Originally, I thought the lockdown had a chance to study and to improve my points more. I've Plain ...",0.5994,positive
"It's not easy for everyone to understand the gravity and severity of the Corona virus. Please Remember That All Measures, from social distancing to wearing a facemask, are an act of kindness, to protect Those most vulnerable to the virus. Stay strong and be kind.",0.875,positive
"Focus was directly been better, could prevent much spread. https://t.co/eSk5pHOt0l",0.4588,positive
@ @ RFC2321 ErikV002 @Jaimyvdlaan that must be protected because you yourself get to that corona,0.4404,positive
Thor Henry Caruso pulls instead of Justin Watts: American gets a passport by corona - Dagblad van het Noorden https://t.co/qarKBeQuWL,0.0,neutral
RT @estherelisa: Already Netherlands? Serious?! We have just nearly three months succeeds no dog seen and even us. You do not even ...,0.3923,positive
RT @michieldehoog: Good column. https://t.co/n7RXtp8yCc,0.4404,positive
@ABNAMRO #ABNAMRO The contactless payment limit was due to corona raised to 50 euros. But this morning there had to be settled 25.17 and had to be yet entered your PIN. That's not handy. And certainly not on Saturday. Like auditing and recovery. #denhaag https://t.co/9BNP1S25kU,-0.6392,negative
@JoeBiden RT: We are not prepared for a pandemic. Trump has rolled back progress President Obama and I made then to strict global health sec ...,0.281,positive
"RT @ADDenHaag: Opening Legoland Scheveningen corona indefinitely
https://t.co/uiso8rtvAL",0.0,neutral
This I believe they did on the #Malieveld. https://t.co/2vEhbMli5g,0.0,neutral
"RT @NicovanGog: Stakeholders, residents, businesses (eg shops), people with disabilities, are totally ignored by the Board. Vo ...",-0.3804,negative
"RT @meilivos This is aasgier- and seem pecking behavior in its purest form.

Private Equity Firms Getting More Than $ 1 Billion in Co ...",0.0,neutral
RT @BillKristol: Lots of people (rightly) appalled That 57% or Republicans in the CBS / You Gov poll consider the number or U.S. fatalities f ...,-0.765,negative
"@JMPSimor RT: If I understand this correctly, extra time was needed to agree Covid19 Because of the Queen's birthday honors list but no extra ...",0.0258,neutral
Advertising in bus shelters ... WTF ... The six golden rules against corona ... Created by our money .... https://t.co/9pua1rYPNX,-0.5473,negative
RT @WybrenvanHaga: Required reading for all non-entrepreneurs. The half meter society is undemocratic monstrosity that for cattle ...,0.0,neutral
"RT @rubenivangaalen: Do not just look at absolute numbers, also to population size, structure in terms of age.
🔹Steeds more (Survival ...",0.0,neutral
"RT @ lorelei3112 1. @ VVD, #neoliberaal sake. Claims with a straight face that deaths among #zorgverleners, not too bad. While Men ...",0.5789,positive
"@Mj_lee RT: Why would this prompt a question ""are you kidding me"" response? https://t.co/wkRocrB87Q",0.1027,positive
"@ ChrisJa36457146 @LeefVrijEnVolop @mauricedehond ""That PCR test works for Covid-19 and does not test for many other viruses""

It recognizes that the PCR test is not 100% accurate and Idd can also test for other diseases.",0.0,neutral
Ripple and Xendpay Offering UK's Key Workers to Ease Free Transaction COVID-19 Scourge. #TeamXRP https://t.co/pRvH31anU4,0.7003,positive
RT @ kylegriffin1: CBS Poll: 57% of Republicans believe the number of American fatalities from the coronavirus so far is acceptable.,-0.2585,negative
RT @ kylegriffin1: CBS Poll: 57% of Republicans believe the number of American fatalities from the coronavirus so far is acceptable.,-0.2585,negative
RT @iiamdavii Even Corona do not want me,-0.0572,negative
@NicovanGog @etxxx @ErikFlentge @LaurensIvens @tiersbakker @MarnixBolkest Corona? That is now the excuse for everything.,0.0772,positive
"@lennartvdlinden @thierrybaudet @EersteKamer I want you this addressing Mr. Baudet: campen in New Zealand for test corona conscientious and infected people. Unfortunately this is not the only country facing building. This is WAY too far!
https://t.co/iUdn78zNqt",-0.68,negative
"@Wierdduk RT: Well, that will be rapidly all now:",0.2732,positive
@ Fireondemand1 And flu was still an existing vaccine. All hospitals were when full. GPs worked day and night in 2018. Nothing seen in the corona. We're living in times hysterical?,-0.4019,negative
"RT @estherouwehand Despite Q fever, the government has doubled the dairy goat farming in NL

Who lives nearby, has 60% more ...",0.0,neutral
"RT @NaomiBiden: You can wear a mask, stay at home, and wash your hands to protect your physical health from COVID-19.

It's time we started ...",0.3818,positive
"RT @NaomiBiden: You can wear a mask, stay at home, and wash your hands to protect your physical health from COVID-19.

It's time we started ...",0.3818,positive
"#SaturdayThoughts: What do you plan to do to relax 🌞 this weekend? #UUGotThis #QuarantineLife #WeekendWhats

💛 Reading a book 📙
💛 Listening to a podcast 🗣️
💛 🎥 movies, music and chill 🎵 🧘♂️🧘

Comment 👇 https://t.co/Y4NV2oprfa",0.4404,positive
"Why are mushroom growers no hotbeds of Covid-19?
https://t.co/pYbdibTfS6",-0.296,negative
RT @Derksen_Gelul This says everything about the Dutch approach #COVID ー 19 GGD tested even this man from Wuhan coming not because they do not ...,0.0,neutral
@sonnyspek All that Ollongron also says that it is not close. And that seems to me a very safe and logical proposition at the moment. See also what caused the primary in the US to Corona outbreaks,0.4927,positive
"RT @Veldhorst__W ""William Angel paid by Alt-Right to the corona virus as long as possible to continue to spread so economi ...",0.0,neutral
@ Poor Loesje370 50 minutes in one week. For the lock-down I was almost all day with my wife to support care.,0.4215,positive
"RT @Leolucassen: While amateurs with great certainty explain how it is with the virus, experts emphasize how weinjg we still know ht ...",0.7269,positive
"UK: lessons to be learned around decision making in the early days of the pandemic:
""Capacity drove strategy rather than strategy driving capacity.""
@bmj_latest
(Is this true ook for the guidelines or @RIVM NL: Testing capacity Mouth / nose masks?) Https://t.co/XG0cjvAg59",0.5023,positive
"@bobfunn @adegraat @LBonneux How then explain all the SSE in areas with insufficient ventilation, and why SARS-CoV-2 in this area are so different than SARS-CoV-1? Moreover infectivity of SARS-CoV-2 in air samples & gt; 2m v patient already shown. https://t.co/Vue8GEs12e",0.2732,positive
RT @GewinaS: COVID-19 disrupts world. What is the history of science from epidemics to teach us? We are organizing a webi ...,0.0,neutral
"@ Q_FAR1 In fact, we can travel around the world because nowhere are there per million people died as many people as Corona in Belgium",-0.5574,negative
"The choices that the UK policy makers to maintain and control in hand # Covid19 is much to criticize ...
by @mauricedehond
through @cafeweltschmerz
https://t.co/oSK24xQiHs",0.1531,positive
"RT @ cschouten0: Happy National Immunization Program in the Netherlands is for children until 14 months, people aged 14 years and pregnant women by the ...",0.5719,positive
"Corona gets Wolter Kroes: ""Later my boat must go '- https://t.co/GWRWVSrL3M",0.0,neutral
"Corona gets Wolter Kroes: ""Later my boat must go '- https://t.co/GWRWVSrL3M",0.0,neutral
RT @Rob_Roos: #Merkel and #Macron would total 500 billion euros to give EU countries economically most affected by the #corona l ...,-0.2247,negative
RT @KittiesRules: 57% or Republicains Those people are 💩,0.0,neutral
@lbergkamp I damned for my whole life to adapt to the coronavirus. We slide down the proportions lost. We do not all stop driving? Take sensible steps but just let us live in freedom. I'm definitely not talking all the time gently.,0.9238,positive
"@ Crypto121212 @BerkhofMarcel why it is also so well in Spain?

https://t.co/zljWmNeLt7",0.4101,positive
"Transit trips in 2020 be like ..
Did I get used to determine before June 1st.

@gemeentearnhem | @BrengOV # Covid19 #Coronavirus #Mondkapjes https://t.co/sJYfJzbajf",0.3612,positive
"🌟 Buzzing in the Belgian Healthcare Community 🌟
 
📰 ITM start investigating Hydroxychloroquine in combating COVID-19
 
https://t.co/2qPUuETjUM
 
through @annvdbruel
 
# COVID19BE https://t.co/NdHyq2vVxs",0.0,neutral
"RT @hethbill: My @WarnerCollege NR427 students were well challenged by this spring #Python, #JupyterNotebooks, and remote learning due to c ...",0.1779,positive
"@CDoncorleone Right, and especially now corona requires a lot of attention.",0.0,neutral
"@CDoncorleone Right, and especially now corona requires a lot of attention.",0.0,neutral
"The bill'm already prepared ..
Re plunder of the rabble is about to begin ...

Care premiums can increase by 150 euri .. https://t.co/6EI4ggMrnY",0.7506,positive
@EricTopol @NickKristof German professor (expert Corona) says that the risk of contamination outside and direct contact outside less than 10% .is. 50% aerosols (atomization by depositing small drops) and 40% larger droplets within.,-0.2732,negative
@jgdekker @ Wim04789402 Some flu vaccines sat weakened covid I read also that you are 37% more likely to have thus get real !!,-0.6688,negative
@Ronelbrink RT: Well it jy the plot finally lost Mnr Ramaphosa. 😡😡😡😡😡,-0.0516,negative
@Ronelbrink RT: Well it jy the plot finally lost Mnr Ramaphosa. 😡😡😡😡😡,-0.0516,negative
manhoos club hi hai https://t.co/bPpflPFQbA,0.0,neutral
RT @ spacema09104056: I do not seem dramatic but Amsterdam is dying. It is not Covid-19 destroys the city but waanzi ...,0.5975,positive
Far to the bullshit of corona and kleinzerige society ..... beautiful women and fast guests love the 80's !!! https://t.co/BBaAUtat6r,0.7332,positive
"The council Stadskanaal accept the relocation of corona infected asylum seekers to MusselkanaalNetherlands: ""We live in a special time 'https://t.co/0sVcx3lmEK",0.2732,positive
@FrankVanZuilen @ Butterf70713546 @MinPres Spanish courts impose antidemocratic measures Corona. Masks duty in the trash,-0.296,negative
RT @klaagblondy: Hope all rot.,0.4404,positive
I also looked again at a NPOs program today. Would that also be a sign of Corona? You would think so.,0.0,neutral
"@AdriaanTeunis Sounds like a wonderful trip. And that again is unprecedented, especially on the West Coast. Nice to see you can be as appetizing, without corona hassle ....",0.8402,positive
"Which concert did you have missed by corona? - Carmen and David Keenan, David Keenan moved and I hope that, or can go #curiouscat by then https://t.co/mpoOdSyFv8",0.1779,positive
RT @iiamdavii Even Corona do not want me,-0.0572,negative
"News From Bergamo 🇮🇹🤯🤬😱🧐

# openup❤️💪🏻

Professor Gismondo:

""The convoy of trucks in Bergamo, in late March shocked the world, not only transported corpse.""

https://t.co/baDi4mlRTF https://t.co/zR7gLTBizH",-0.3182,negative
RT @ patat57: Are you the corona measures also so sick? Want to know how it comes off the fastest? By keeping it! #Malieveld,-0.6502,negative
RT @HennaLWD This portrait was taken with the photographs of all the doctors and nurses who are deceased in this pandemic. Increase the ...,0.3182,positive
@AdamParkhomenko RT: It's already used widely available and we're unsure if it works but the guy who lies all the time already got the headlines ...,-0.6369,negative
"RT @HansKoppies RIVM 'small role children spread covid-19 ""https://t.co/oLhNMTInbc

Sweden 🇸🇪 ""No Increased Risk for teachers"" http ...",-0.296,negative
With so many mute? Had really like to have had more advice or comment. Nobody else struggling with this? https://t.co/AYzIwVy4CL,-0.0943,negative
RT @ HARRY_44: The Corona-FRAUD further revealed! Please share! https://t.co/5f1P25PXv3,0.6229,positive
@Djammi @ lorelei3112 @MaartjeGoverde And I miss the details of health care workers who can no longer work through covid19 because of side effects.,0.1027,positive
@Margot_VDS @Nonunsenses He has the right to comment. That too many Belgians were in a small town that is true but what to do? Everyone in lockdown until July?,0.3094,positive
RT @williampomp: Thor pulls Henry Caruso in place of Justin Watts: American gets a passport by corona - Newspaper of the North ...,0.0,neutral
RT @williampomp: Thor pulls Henry Caruso in place of Justin Watts: American gets a passport by corona - Newspaper of the North ...,0.0,neutral
"RT @UbedaMichel Watch and listen tip @MinPres Mark #Rutte @VVD #vvd, his Alzheimer #VvdDictatuur.

#nexit
#Stemzeweg https://t.co/hu...",0.0,neutral
"RT @falsel_net: Only now I see that you're @P_Bruijning on twitter.

As is known, schools and students #superspreaders.

1st # COVI ...",0.0,neutral
"RT @Fl_TegenGeluid: ""We are the only two passengers on board, with six crew,"" said Boersma. ""A private jet. It's weird ...",-0.1779,negative
"Es un hijo de puta mil, no hay chance. Y mira que no me gusta nadita Macri, pero este tipo es nefasto https://t.co/L4rgroVQGw",-0.34,negative
"@BasWeegberg RT: Yes, investing in public sector, and rap. Even private sector will benefit enormously from. Without education no trained pe ...",0.7641,positive
"Marston4ca42 @outsiderNYC @ @ @ TrishO49 @annette_pora SDSF3333 @politvidchannel No, Republicans played dirty. Now we know. Now you can be prepared, as DNC gift notice during the DNC convention. They outed Trump, his unfitness for President, his Insufficient response to COVID-19, etc.",0.2732,positive
"@realDonaldTrump
😂😂😂😂😂😂😂😂😂😂😂😂😂 https://t.co/3CbOki0aeg",0.0,neutral
In #Zomergasten interesting discussion about conspiracy theories. Fact and fiction are mixed. Science is only an opinion. The earth is round. As discussion of corona and distribution and vaccination. Access to knowledge is not wisdom.,-0.5386,negative
RT @harvardmed: Children in the asymptomatic or early infection phase or COVID-19 had Significantly higher viral loads than hospitalized ad ...,0.0,neutral
"RT @RF_HFC In Netherlands were 18,000 health care workers infected with coronavirus.

13 of them deceased.

0.07%",0.0,neutral
RT @SolidariDirk: Ours is boewe but dis nie nie skuld us.,0.0,neutral
"RT @MichaelPSenger 1/5 @nytimes This article by @paulmozur is a smoking gun on the genesis of the coronavirus lock downs.

According to th ...",-0.34,negative
WTAF ... https://t.co/S0zodNGzQl,0.0,neutral
RT @SchiedamVandaag: Schiedam News • Problems With Lockdown Threaten for Theater #Schiedam https://t.co/kEayFbZYis,-0.6486,negative
"RT @JoyceWhiteVance: The misogyny never stops - ""Chrisie"" instead of Chris, as though a woman's name is demeaning. Just like he calls Covid ...",0.4486,positive
@Hzenderink RT: @ RichardAbbenhu3 @HoogOverijssel What moderate consultancies. They do not fully consider the enormous power of ...,0.0,neutral
"RT @mmpadellan: The 57% of Republicans who think That 176,000-COVID 19 deaths are acceptable are the SAME very fine ""people"" who thought four ...",0.5256,positive
Good story about corona measures and law https://t.co/KOL2uO3wxH,0.4404,positive
o what a misery https://t.co/lQvzr7ZYt4,-0.5719,negative
"RT @TijnBroekman: @mzelst Analysis 23/08

we have a negative growth of the 7-day average for the 6th day in a row. It is now tick ...",-0.2732,negative
"@Maxberger RT: 57% of Republicans think the level of death from the coronavirus is acceptable.

This Seems to be Further evidence of a fas ...",-0.3818,negative
"@Maxberger RT: 57% of Republicans think the level of death from the coronavirus is acceptable.

This Seems to be Further evidence of a fas ...",-0.3818,negative
"RT @ JohnnyKash1: Half of the country is on fire, we're about to get hit with simultaneous hurricanes ... and we're still handling the pandem ...",-0.34,negative
RT @CMDR_drsYell: If the line people become infected with clubs then it seems that they are quite different fight than C ...,-0.7251,negative
RT @DGNeree: Do we have the most to fear from Corona? https://t.co/iZaG4QqP2r via @veren_of_lood,-0.539,negative
RT @ NPORadio1: There should be a separate country corona coordinator who is watching with schools or they can remain open as the DISSEMI ...,0.0,neutral
"RT @KylePlantEmoji: Saying That wearing a mask during a pandemic is ""living in fear"" is like saying That using oven mitts Means you're ""afr ...",-0.1779,negative
"With empty ambulances driving through Italy? Corona HOAX?!?!?!

https://t.co/EOOmP2KqBc",-0.5627,negative
"@MirrekedeK @ Maayke43930510 @POL_DenHaag Just FYI: I live totally not in fear. Be sure to listen carefully to @MinPres, face mask, and 1.5m away hey! Because you may be ready to Corona, but Corona is not done with you. FML",0.6863,positive
"I did not know they could also tweeting from a mental hospital.
Not easy when you are in a straitjacket. https://t.co/NsKpHVT0A5",-0.3412,negative
"RT @DocBastard: US flu deaths 2015-16: 23,000
US flu deaths 2016-17: 38,000
US flu deaths 2017-18: 61.000
US flu deaths 2018-19: 34.200
US ...",-0.8555,negative
Ge can now laugh along but the only remaining way to destroy the virus is injected us with bleach. https://t.co/Aeq7x96thX via @HLN_BE,-0.5346,negative
"RT @GerhardVerwox: MusselkanaalNetherlands gets a whopping 50 coronavirus-infected men in the stomach split that are also not speak Dutch, ...",0.0,neutral
"RT @AdriaanJurriens: Many teachers make themselves ""worry"" but is justified. Research from several countries have this to say over ...",0.5499,positive
"RT @Gielah: In the south of the country have already 19 people have to amputate a limb, because either refused to see them care ...",0.25,positive
Brussels Reports Further rise in coronavirus cases - POLITICO https://t.co/t6qE4VLHva,0.0,neutral
"RT @FCBarcelona: [BREAKING NEWS]
Pjanic tests positive for Covid-19 and will travel to Barcelona in 15 days. Player feeling well and self-i ...",0.7351,positive
"RT @dlippman Anthony Scaramucci on CNN today: ""There are cabinet officials, I'm close to who came to me in October in my office at Skybridg ...",0.0,neutral
